Sr No,Payer,Dealer Name,Product,Invoice No,Invoice Date,Invoice Amount,Discounting Date,RM/ASE/ASM,Region,Rec, Gross Collection , Balance O/s ,Collection Date,Due Date,Usance till Collection Days,Discounting Tenure,Rate,Disc Chrges for Discouting Tenure,Early Collection Days,Collection Incentive on Amount Received,Net Amount Received
87,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125379,20 Mar 17," 4,99,417 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,99,417 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"17,650.65", (76)," (11,178.74)"," 5,10,596.23 "
88,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125380,20 Mar 17," 5,63,919 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,63,919 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,930.27", (76)," (12,622.51)"," 5,76,541.08 "
89,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125381,20 Mar 17," 4,45,278 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,45,278 ", -   ,12-Oct-17,29-Jul-17, 195 , 120 ,10.75%,"15,737.21", (75)," (9,835.76)"," 4,55,113.46 "
90,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125382,20 Mar 17," 4,45,278 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,45,278 ", -   ,12-Oct-17,29-Jul-17, 195 , 120 ,10.75%,"15,737.21", (75)," (9,835.76)"," 4,55,113.46 "
91,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125383,20 Mar 17," 4,45,278 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,45,278 ", -   ,12-Oct-17,29-Jul-17, 195 , 120 ,10.75%,"15,737.21", (75)," (9,835.76)"," 4,55,113.46 "
92,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125384,20 Mar 17," 5,02,481 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,02,481 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"17,758.93", (76)," (11,247.32)"," 5,13,728.71 "
93,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125388,20 Mar 17," 6,39,780 ",31-Mar-17,Rohit Verma,NORTH,Rec," 6,39,780 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"22,611.40", (76)," (14,320.55)"," 6,54,100.45 "
94,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125393,20 Mar 17," 6,69,370 ",31-Mar-17,Rohit Verma,NORTH,Rec," 6,69,370 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"23,657.20", (76)," (14,982.89)"," 6,84,353.14 "
95,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125385,20 Mar 17," 5,02,481 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,02,481 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"17,758.93", (76)," (11,247.32)"," 5,13,728.71 "
96,F1E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU13,797125386,20 Mar 17," 4,99,417 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,99,417 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"17,650.65", (76)," (11,178.74)"," 5,10,596.23 "
97,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311830,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,14-Aug-17,29-Jul-17, 136 , 120 ,10.75%,"13,804.38", (16)," (1,840.58)"," 3,92,429.72 "
98,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311829,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,14-Aug-17,29-Jul-17, 136 , 120 ,10.75%,"13,804.38", (16)," (1,840.58)"," 3,92,429.72 "
99,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311840,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,29-Aug-17,29-Jul-17, 151 , 120 ,10.75%,"13,804.38", (31)," (3,566.13)"," 3,94,155.27 "
100,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311491,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,31-Aug-17,29-Jul-17, 153 , 120 ,10.75%,"13,804.38", (33)," (3,796.21)"," 3,94,385.35 "
101,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311490,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,4-Sep-17,29-Jul-17, 157 , 120 ,10.75%,"13,804.38", (37)," (4,256.35)"," 3,94,845.49 "
102,31E4210,J K R MOTORS PVT LTD,PVBU14,9075311489,29 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,27-Sep-17,29-Jul-17, 180 , 120 ,10.75%,"13,804.38", (60)," (6,902.19)"," 3,97,491.33 "
103,31E4210,J K R MOTORS PVT LTD,PVBU14,9075310766,27 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,27-Sep-17,29-Jul-17, 180 , 120 ,10.75%,"13,804.38", (60)," (6,902.19)"," 3,97,491.33 "
104,31E4210,J K R MOTORS PVT LTD,PVBU14,9075310765,27 Mar 17," 3,90,589 ",31-Mar-17,Rohit Verma,NORTH,Rec," 3,90,589 ", -   ,27-Sep-17,29-Jul-17, 180 , 120 ,10.75%,"13,804.38", (60)," (6,902.19)"," 3,97,491.33 "
105,31E4210,J K R MOTORS PVT LTD,PVBU14,9075310764,27 Mar 17," 4,39,241 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,39,241 ", -   ,27-Sep-17,29-Jul-17, 180 , 120 ,10.75%,"15,523.84", (60)," (7,761.92)"," 4,47,002.48 "
106,31E4210,J K R MOTORS PVT LTD,PVBU14,9075310763,27 Mar 17," 4,39,241 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,39,241 ", -   ,27-Sep-17,29-Jul-17, 180 , 120 ,10.75%,"15,523.84", (60)," (7,761.92)"," 4,47,002.48 "
107,31E4210,J K R MOTORS PVT LTD,PVBU14,9075310762,27 Mar 17," 4,39,241 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,39,241 ", -   ,28-Sep-17,29-Jul-17, 181 , 120 ,10.75%,"15,523.84", (61)," (7,891.29)"," 4,47,131.85 "
108,31E6270,TRIVANDRUM MOTORS PVT LTD,PVBU14,9075305097,27 Feb 17," 4,09,517 ",31-Mar-17,Melbin Anthony,SOUTH,Rec," 4,09,517 ", -   ,18-Aug-17,29-Jul-17, 140 , 120 ,10.75%,"14,473.34", (20)," (2,412.22)"," 4,11,929.26 "
109,31E6270,TRIVANDRUM MOTORS PVT LTD,PVBU14,9075313711,31 Mar 17," 5,43,578 ",31-Mar-17,Melbin Anthony,SOUTH,Rec," 5,43,578 ", -   ,18-Aug-17,29-Jul-17, 140 , 120 ,10.75%,"19,211.39", (20)," (3,201.90)"," 5,46,780.13 "
110,31E6270,TRIVANDRUM MOTORS PVT LTD,PVBU14,9075306103,28 Feb 17," 3,60,807 ",31-Mar-17,Melbin Anthony,SOUTH,Rec," 3,60,807 ", -   ,24-Aug-17,29-Jul-17, 146 , 120 ,10.75%,"12,751.81", (26)," (2,762.89)"," 3,63,569.98 "
111,31E8810,FALCON MOTORS,PVBU14,9075313829,31 Mar 17," 6,09,981 ",31-Mar-17,Manish Agarwal,WEST,Rec," 6,09,981 ", -   ,2-May-17,29-Jul-17, 32 , 120 ,10.75%,"21,558.23", 88 ," 15,809.37 "," 5,94,171.69 "
112,31E8810,FALCON MOTORS,PVBU14,9075313827,31 Mar 17," 6,09,981 ",31-Mar-17,Manish Agarwal,WEST,Rec," 6,09,981 ", -   ,2-May-17,29-Jul-17, 32 , 120 ,10.75%,"21,558.23", 88 ," 15,809.37 "," 5,94,171.69 "
113,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313511,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
114,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313782,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
115,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313781,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
116,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313780,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
117,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313779,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
118,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313639,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
119,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313638,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
120,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313637,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
121,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313636,31 Mar 17," 5,41,109 ",31-Mar-17,Rohit Verma,NORTH,Rec," 5,41,109 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"19,124.14", (76)," (12,111.96)"," 5,53,221.44 "
122,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313592,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
123,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313591,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
124,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313590,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
125,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313589,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
126,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313510,31 Mar 17," 4,71,364 ",31-Mar-17,Rohit Verma,NORTH,Rec," 4,71,364 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"16,659.18", (76)," (10,550.81)"," 4,81,915.20 "
127,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313466,31 Mar 17," 2,18,500 ",31-Mar-17,Rohit Verma,NORTH,Rec," 2,18,500 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"7,722.32", (76)," (4,890.80)"," 2,23,390.52 "
128,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313465,31 Mar 17," 2,18,500 ",31-Mar-17,Rohit Verma,NORTH,Rec," 2,18,500 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"7,722.32", (76)," (4,890.80)"," 2,23,390.52 "
129,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313464,31 Mar 17," 2,18,500 ",31-Mar-17,Rohit Verma,NORTH,Rec," 2,18,500 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"7,722.32", (76)," (4,890.80)"," 2,23,390.52 "
130,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313463,31 Mar 17," 2,18,500 ",31-Mar-17,Rohit Verma,NORTH,Rec," 2,18,500 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"7,722.32", (76)," (4,890.80)"," 2,23,390.52 "
131,31E9925,HI TECH SATLUJ MOTORS PVT  LTD,PVBU14,9075313462,31 Mar 17," 2,18,500 ",31-Mar-17,Rohit Verma,NORTH,Rec," 2,18,500 ", -   ,13-Oct-17,29-Jul-17, 196 , 120 ,10.75%,"7,722.32", (76)," (4,890.80)"," 2,23,390.52 "
132,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526162,26 Feb 17," 4,36,343 ",23-Mar-17,Ganesh R,South,Rec," 4,36,343 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"15,421.43", 95 ," 12,208.63 "," 4,24,134.02 "
133,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526154,26 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"16,382.38", 95 ," 12,969.38 "," 4,50,563.09 "
134,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526155,26 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"16,382.38", 95 ," 12,969.38 "," 4,50,563.09 "
135,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526156,26 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"16,382.38", 95 ," 12,969.38 "," 4,50,563.09 "
136,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526157,26 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"16,382.38", 95 ," 12,969.38 "," 4,50,563.09 "
137,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526182,27 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"16,382.38", 95 ," 12,969.38 "," 4,50,563.09 "
138,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526158,26 Feb 17," 5,69,971 ",23-Mar-17,Ganesh R,South,Rec," 5,69,971 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"20,144.16", 95 ," 15,947.46 "," 5,54,023.04 "
139,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526159,26 Feb 17," 5,69,971 ",23-Mar-17,Ganesh R,South,Rec," 5,69,971 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"20,144.16", 95 ," 15,947.46 "," 5,54,023.04 "
140,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526160,26 Feb 17," 5,73,052 ",23-Mar-17,Ganesh R,South,Rec," 5,73,052 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"20,253.08", 95 ," 16,033.69 "," 5,57,018.61 "
141,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526161,26 Feb 17," 5,73,052 ",23-Mar-17,Ganesh R,South,Rec," 5,73,052 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"20,253.08", 95 ," 16,033.69 "," 5,57,018.61 "
142,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911710957,25 Jan 17," 6,05,199 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 6,05,199 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"21,389.21", 95 ," 16,933.12 "," 5,88,265.41 "
143,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911710959,25 Jan 17," 6,05,199 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 6,05,199 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"21,389.21", 95 ," 16,933.12 "," 5,88,265.41 "
144,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911710960,25 Jan 17," 6,05,199 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 6,05,199 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"21,389.21", 95 ," 16,933.12 "," 5,88,265.41 "
145,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911711291,30 Jan 17," 6,07,927 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 6,07,927 ", -   ,17-Apr-17,21-Jul-17, 25 , 120 ,10.75%,"21,485.64", 95 ," 17,009.47 "," 5,90,917.56 "
146,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716611,28 Mar 17," 4,88,466 ",31-Mar-17,Amrit Kumar,EAST,Rec," 4,88,466 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"17,263.58", 96 ," 13,810.86 "," 4,74,654.77 "
147,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716933,29 Mar 17," 4,88,466 ",31-Mar-17,Amrit Kumar,EAST,Rec," 4,88,466 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"17,263.58", 96 ," 13,810.86 "," 4,74,654.77 "
148,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716544,27 Mar 17," 5,35,734 ",31-Mar-17,Amrit Kumar,EAST,Rec," 5,35,734 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"18,934.16", 96 ," 15,147.33 "," 5,20,586.74 "
149,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716545,27 Mar 17," 5,35,734 ",31-Mar-17,Amrit Kumar,EAST,Rec," 5,35,734 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"18,934.16", 96 ," 15,147.33 "," 5,20,586.74 "
150,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716543,27 Mar 17," 5,86,331 ",31-Mar-17,Amrit Kumar,EAST,Rec," 5,86,331 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"20,722.39", 96 ," 16,577.91 "," 5,69,753.37 "
151,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716604,28 Mar 17," 5,86,331 ",31-Mar-17,Amrit Kumar,EAST,Rec," 5,86,331 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"20,722.39", 96 ," 16,577.91 "," 5,69,753.37 "
152,31E2941,LAXMI SALES & SERVICES PVT LTD,PVBU13,911716607,28 Mar 17," 5,86,331 ",31-Mar-17,Amrit Kumar,EAST,Rec," 5,86,331 ", -   ,24-Apr-17,29-Jul-17, 24 , 120 ,10.75%,"20,722.39", 96 ," 16,577.91 "," 5,69,753.37 "
153,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526183,27 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"16,382.38", 88 ," 12,013.75 "," 4,51,518.72 "
154,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526184,27 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"16,382.38", 88 ," 12,013.75 "," 4,51,518.72 "
155,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526185,27 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"16,382.38", 88 ," 12,013.75 "," 4,51,518.72 "
156,F1E6150,TAFE ACCESS LIMITED,PVBU11,797526186,27 Feb 17," 4,63,532 ",23-Mar-17,Ganesh R,South,Rec," 4,63,532 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"16,382.38", 88 ," 12,013.75 "," 4,51,518.72 "
157,31E3160,ADISHAKTI CARS PVT LTD,PVBU11,911714933,28 Feb 17," 6,07,914 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,07,914 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"21,485.17", 88 ," 15,755.79 "," 5,92,157.92 "
158,31E3160,ADISHAKTI CARS PVT LTD,PVBU11,911714875,28 Feb 17," 6,15,973 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,15,973 ", -   ,24-Apr-17,21-Jul-17, 32 , 120 ,10.75%,"21,770.01", 88 ," 15,964.68 "," 6,00,008.54 "
159,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911710961,25 Jan 17," 4,87,096 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 4,87,096 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"17,215.19", 84 ," 12,050.63 "," 4,75,045.83 "
160,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576620,10 Mar 17," 4,93,094 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 4,93,094 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"17,427.18", 84 ," 12,199.02 "," 4,80,895.47 "
161,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576621,10 Mar 17," 4,93,094 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 4,93,094 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"17,427.18", 84 ," 12,199.02 "," 4,80,895.47 "
162,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576625,10 Mar 17," 5,25,190 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,25,190 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"18,561.50", 84 ," 12,993.05 "," 5,12,196.76 "
163,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576626,10 Mar 17," 5,25,190 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,25,190 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"18,561.50", 84 ," 12,993.05 "," 5,12,196.76 "
164,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576627,10 Mar 17," 5,25,190 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,25,190 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"18,561.50", 84 ," 12,993.05 "," 5,12,196.76 "
165,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576628,10 Mar 17," 5,25,190 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,25,190 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"18,561.50", 84 ," 12,993.05 "," 5,12,196.76 "
166,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911710966,25 Jan 17," 5,35,008 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 5,35,008 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"18,908.49", 84 ," 13,235.94 "," 5,21,771.71 "
167,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576629,10 Mar 17," 5,58,613 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,58,613 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"19,742.78", 84 ," 13,819.94 "," 5,44,793.48 "
168,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576631,10 Mar 17," 5,78,328 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 5,78,328 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"20,439.55", 84 ," 14,307.68 "," 5,64,020.61 "
169,31E8680,SRI KODURI AUTOMOBILES,PVBU11,911711294,30 Jan 17," 6,07,927 ",23-Mar-17,Ankit Dhurka,SOUTH,Rec," 6,07,927 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"21,485.64", 84 ," 15,039.95 "," 5,92,887.08 "
170,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576632,10 Mar 17," 6,20,310 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,20,310 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"21,923.27", 84 ," 15,346.29 "," 6,04,963.39 "
171,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576633,10 Mar 17," 6,73,599 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,73,599 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"23,806.64", 84 ," 16,664.65 "," 6,56,934.05 "
172,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576634,10 Mar 17," 6,73,599 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,73,599 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"23,806.64", 84 ," 16,664.65 "," 6,56,934.05 "
173,F1E3160,ADISHAKTI CARS PVT LTD,PVBU11,797576635,10 Mar 17," 6,73,599 ",23-Mar-17,Manjunatha Balaraju,SOUTH,Rec," 6,73,599 ", -   ,28-Apr-17,21-Jul-17, 36 , 120 ,10.75%,"23,806.64", 84 ," 16,664.65 "," 6,56,934.05 "
174,31E4660,SETH AND SONS,PVBU14,9075313496,31 Mar 17," 4,28,621 ",31-Mar-17,Asm Indore,WEST,Rec," 4,28,621 ", -   ,2-May-17,29-Jul-17, 32 , 120 ,10.75%,"15,148.53", 88 ," 11,108.92 "," 4,17,512.27 "
175,31E4660,SETH AND SONS,PVBU14,9075313125,31 Mar 17," 4,65,065 ",31-Mar-17,Asm Indore,WEST,Rec," 4,65,065 ", -   ,2-May-17,29-Jul-17, 32 , 120 ,10.75%,"16,436.53", 88 ," 12,053.46 "," 4,53,011.23 "
176,31E4660,SETH AND SONS,PVBU14,9075313066,31 Mar 17," 4,96,920 ",31-Mar-17,Asm Indore,WEST,Rec," 4,96,920 ", -   ,2-May-17,29-Jul-17, 32 , 120 ,10.75%,"17,562.39", 88 ," 12,879.08 "," 4,84,041.12 "
